nb_vote_blanc,nb_vote_nul,nb_exprime,arthaud_nathalie,roussel_fabien,macron_emmanuel,lassalle_jean,le_pen_marine,zemmour_eric,melenchon_jean_luc,hidalgo_anne,jadot_yannick,pecresse_valerie,poutou_philippe,dupont_aignan_nicolas,score,candidat
10746.0,3819.0,1046064.0,2809.0,17184.0,371291.0,11944.0,56423.0,85788.0,313124.0,22828.0,80207.0,69357.0,5565.0,9544.0,,
